"SAMPLE"	"GENE"	"SEQ_COUNT"	"SEQ_FREQ"
"BC_16"	"V3-23_J4*02"	5073	0.0982358978331171
"BC_11"	"V3-23_J4*02"	4785	0.0921202086902951
"BC_13"	"V3-23_J4*02"	4710	0.0684851833541745
"HC_21_BB"	"V3-23_J4*02"	4517	0.0752820786320228
"CD1208"	"V3-23_J4*02"	4463	0.0949574468085106
"CD0497"	"V3-23_J4*02"	4092	0.0981436177867319
"CD1113"	"V3-23_J4*02"	3773	0.0620457161651044
"BC_14"	"V3-23_J4*02"	3647	0.0648620769381258
"BC_10"	"V3-23_J4*02"	3484	0.0888095845016569
"Biotech_107"	"V3-23_J4*02"	3470	0.0847023213806234
"Biotech_092"	"V3-23_J4*02"	3454	0.075317822019669
"BC_13"	"V4-34_J4*02"	3205	0.0466019135138279
"Biotech_097"	"V3-23_J4*02"	3183	0.0763071464531441
"Biotech_065"	"V3-23_J4*02"	3116	0.0693014256166181
"CD1169"	"V3-23_J4*02"	3116	0.0509325095212409
"CD1212"	"V3-23_J4*02"	3071	0.0792311661506708
"BC_13"	"V4-39_J4*02"	3002	0.0436502166516416
"Biotech_067"	"V3-23_J4*02"	2987	0.0824614195400712
"HC_35_BB"	"V3-23_J4*02"	2950	0.0746911079602998
"BC_18"	"V1-69_J4*02"	2942	0.0579133858267717
"CD1202"	"V3-23_J4*02"	2941	0.0616988692386767
"CD1129"	"V4-34_J4*02"	2920	0.0727635185646648
"BC_18"	"V3-23_J4*02"	2900	0.0570866141732283
"CD1205"	"V3-23_J4*02"	2898	0.0476660416461068
"CD1120"	"V3-23_J4*02"	2876	0.0872996600291404
"CD0844"	"V3-23_J4*02"	2843	0.0547552097376834
"Biotech_129"	"V3-23_J4*02"	2752	0.0887512899896801
"Biotech_094"	"V3-23_J4*02"	2721	0.0880326118606231
"CD1363_HC"	"V3-23_J4*02"	2687	0.095595559982923
"HC_11_BB"	"V3-23_J4*02"	2670	0.0658332716916932
"Biotech_086"	"V3-23_J4*02"	2657	0.0620823402962755
"CD1086"	"V3-23_J4*02"	2643	0.0625636169960942
"BC_16"	"V4-34_J4*02"	2582	0.0499990317770764
"HC_14_BB"	"V3-23_J4*02"	2557	0.0683616725483905
"CD1202"	"V4-34_J4*02"	2545	0.0533912350263285
"CD1113"	"V4-34_J4*02"	2533	0.0416543331688867
"BC_18"	"V1-69_J6*02"	2529	0.0497834645669291
"CD1211"	"V3-23_J4*02"	2514	0.0634383910772414
"CD1110"	"V1-69_J4*02"	2510	0.0452244103709843
"Biotech_090"	"V3-23_J4*02"	2482	0.0720820143467023
"BC_14"	"V1-69_J6*02"	2471	0.0439468582709375
"Biotech_087"	"V3-23_J4*02"	2460	0.069941999317639
"BC_12"	"V4-34_J4*02"	2451	0.0609352857817667
"BC_17"	"V3-23_J4*02"	2446	0.0581135661677358
"CD0497"	"V4-34_J4*02"	2424	0.0581378615628148
"HC_16_BB"	"V3-23_J4*02"	2420	0.0659382578131386
"BC_13"	"V1-69_J4*02"	2406	0.0349841509872917
"Biotech_111"	"V3-23_J4*02"	2406	0.0706441951964296
"Biotech_086"	"V4-34_J4*02"	2374	0.0554698817701762
"HC_24_BB"	"V3-23_J4*02"	2374	0.0541242989375769
"Biotech_087"	"V4-34_J4*02"	2325	0.0661037188672808
"HC_22_BB"	"V3-23_J4*02"	2320	0.070124531495587
"Biotech_081"	"V3-23_J4*02"	2315	0.0734943966475126
"CD1205"	"V4-34_J4*02"	2304	0.0378959834205073
"Biotech_108"	"V4-34_J4*02"	2296	0.0538436283476385
"CD1110"	"V4-39_J4*02"	2292	0.0412965532152574
"CD1362_HC"	"V3-30_J4*02"	2292	0.0519009986186907
"CD1202"	"V4-39_J4*02"	2289	0.0480206432122852
"CD1127"	"V3-23_J4*02"	2265	0.058341704659609
"HC_23_BB"	"V3-23_J4*02"	2261	0.0429439696106363
"CD1362_HC"	"V3-23_J4*02"	2255	0.051063155272752
"CD1071"	"V3-23_J4*02"	2254	0.0543433710249054
"HC_14_BB"	"V4-34_J4*02"	2240	0.0598866431397711
"BC_13"	"V3-21_J4*02"	2191	0.0318579695815279
"HC_21_BB"	"V4-39_J4*02"	2176	0.0362660622322961
"CD1125"	"V3-23_J4*02"	2175	0.0551232987809514
"HC_10_BB"	"V3-23_J4*02"	2174	0.0398899082568807
"Biotech_064"	"V4-39_J4*02"	2169	0.0632103514600455
"CD1169"	"V4-34_J4*02"	2133	0.0348649046241357
"HC_36_BB"	"V3-23_J4*02"	2131	0.0822240228421499
"CD1129"	"V1-69_J4*02"	2121	0.0528532270122103
"Biotech_050"	"V3-30_J4*02"	2101	0.0538869937674729
"HC_21_BB"	"V3-30_J4*02"	2096	0.0349327511208147
"CD1368"	"V1-69_J4*02"	2084	0.0490122295390404
"Biotech_086"	"V4-39_J4*02"	2082	0.0486471330436002
"BC_14"	"V1-69_J4*02"	2050	0.0364593522684831
"Biotech_100"	"V3-23_J4*02"	2032	0.0680805441082856
"HC_20_BB"	"V3-23_J4*02"	2029	0.0430748980978261
"CD1110"	"V3-23_J4*02"	2024	0.0364678113907858
"BC_11"	"V4-34_J4*02"	2007	0.0386385075948636
"HC_10_BB"	"V4-34_J4*02"	2001	0.0367155963302752
"CD1202"	"V3-30_J4*02"	1995	0.0418528541758449
"CD1129"	"V3-23_J4*02"	1972	0.0491402940443558
"CD1110"	"V1-69_J6*02"	1968	0.0354588205617917
"HC_23_BB"	"V3-33_J4*02"	1948	0.0369990503323837
"CD0844"	"V4-39_J4*02"	1943	0.0374215168907207
"HC_31_BB"	"V3-23_J4*02"	1942	0.0618353180920843
"BC_17"	"V1-69_J4*02"	1937	0.0460204324067474
"Biotech_045"	"V3-23_J4*02"	1933	0.0569534472598704
"BC_12"	"V3-23_J4*02"	1923	0.0478084677920593
"CD0844"	"V1-69_J6*02"	1903	0.0366511305419668
"CD1113"	"V4-39_J4*02"	1902	0.0312777503700049
"BC_11"	"V1-69_J4*02"	1876	0.0361165123308242
"CD1113"	"V3-30_J4*02"	1876	0.0308501891136326
"CD0844"	"V1-69_J4*02"	1859	0.0358037055583375
"CD1202"	"V3-30-3_J4*02"	1818	0.0381395934294166
"Biotech_096"	"V4-39_J4*02"	1814	0.0612982799986483
"HC_21_BB"	"V4-34_J4*02"	1813	0.0302161630639489
"CD1113"	"V3-9_J4*02"	1805	0.0296826179904621
"CD1086"	"V1-69_J4*02"	1800	0.0426085927328678
"CD1208"	"V4-39_J4*02"	1792	0.0381276595744681
"Biotech_097"	"V4-34_J4*02"	1790	0.0429122815429243
"CD1076"	"V4-34_J4*02"	1777	0.0462206731519534
"CD1071"	"V4-39_J4*02"	1752	0.042240277744292
"Biotech_108"	"V3-23_J4*02"	1733	0.0406406828947986
"HC_11_BB"	"V3-30_J4*02"	1733	0.0427299849594398
"HC_21_BB"	"V3-21_J4*02"	1733	0.0288828519524675
"BC_14"	"V4-34_J4*02"	1732	0.0308037064043965
"CD1212"	"V1-69_J4*02"	1727	0.0445562435500516
"HC_09_BB"	"V3-23_J4*02"	1722	0.0636740127200118
"HC_10_BB"	"V1-69_J4*02"	1722	0.0315963302752294
"Biotech_065"	"V4-34_J4*02"	1716	0.0381647132086382
"Biotech_065"	"V4-39_J4*02"	1716	0.0381647132086382
"CD1169"	"V3-30-3_J4*02"	1713	0.0279998038542637
"CD1071"	"V1-69_J4*02"	1708	0.0411794488511705
"BC_17"	"V1-69_J6*03"	1703	0.0404609170824424
"Biotech_094"	"V3-30_J4*02"	1694	0.0548060435471869
"CD1076"	"V3-23_J4*02"	1684	0.0438016958851376
"CD1205"	"V3-30-3_J4*02"	1683	0.0276818316391987
"HC_23_BB"	"V3-30_J4*02"	1677	0.0318518518518519
"BC_16"	"V3-30-3_J4*02"	1675	0.032435467942139
"Biotech_087"	"V1-69_J4*02"	1642	0.0466848629591721
"CD1208"	"V1-69_J4*02"	1641	0.0349148936170213
"CD1368"	"V4-39_J4*02"	1637	0.0384995296331138
"CD1169"	"V3-9_J4*02"	1634	0.0267085110904068
"HC_15_BB"	"V3-23_J4*02"	1632	0.0665362035225049
"CD1115"	"V3-23_J4*02"	1630	0.0478876549738528
"BC_13"	"V4-59_J4*02"	1624	0.0236135748974903
"Biotech_090"	"V4-39_J4*02"	1624	0.0471640577353121
"Biotech_065"	"V1-69_J4*02"	1623	0.0360963458843938
"HC_10_BB"	"V3-30_J4*02"	1621	0.029743119266055
"CD0844"	"V4-34_J4*02"	1614	0.0310850891722199
"BC_14"	"V4-39_J4*02"	1608	0.0285983602184004
"CD1110"	"V4-34_J4*02"	1606	0.02893641556008
"HC_20_BB"	"V4-39_J4*02"	1602	0.0340098505434783
"CD1113"	"V3-33_J4*02"	1598	0.0262785726031903
"Biotech_108"	"V1-69_J4*02"	1594	0.0373809858824633
"CD1125"	"V3-30_J4*02"	1575	0.0399168715310338
"BC_17"	"V3-30-3_J4*02"	1562	0.0371109527203611
"BC_13"	"V1-69_J6*02"	1559	0.0226684502864455
"HC_11_BB"	"V1-69_J4*02"	1559	0.0384397268042508
"HC_10_BB"	"V4-39_J4*02"	1556	0.0285504587155963
"CD1113"	"V1-69_J4*02"	1553	0.025538562736392
"HC_24_BB"	"V3-30-3_J4*02"	1551	0.0353609046555105
"HC_23_BB"	"V4-39_J4*02"	1544	0.0293257359924027
"Biotech_097"	"V1-69_J4*02"	1532	0.0367271593987486
"CD1076"	"V4-39_J4*02"	1532	0.0398480986318473
"BC_12"	"V4-34_J6*02"	1531	0.0380627998906099
"Biotech_089"	"V4-34_J4*02"	1505	0.0467739930382894
"CD1205"	"V1-69_J4*02"	1502	0.0247047600250008
"BC_11"	"V4-39_J4*02"	1501	0.0288970602391083
"CD0497"	"V3-21_J4*02"	1498	0.0359284309492973
"HC_31_BB"	"V4-34_J4*02"	1495	0.0476023689740814
"HC_21_BB"	"V1-69_J4*02"	1490	0.0248329194513425
"CD1362_HC"	"V3-21_J4*02"	1489	0.0337175335703449
"CD1362_HC"	"V1-69_J4*02"	1487	0.0336722447408347
"Biotech_107"	"V1-69_J4*02"	1483	0.0361998681865892
"Biotech_108"	"V4-39_J4*02"	1481	0.0347310163688382
"CD1362_HC"	"V4-39_J4*02"	1480	0.033513733837549
"HC_33_BB"	"V3-23_J4*02"	1480	0.0949935815147625
"BC_10"	"V1-69_J4*02"	1477	0.037649757838389
"CD1129"	"V1-69_J6*02"	1476	0.0367804634936457
"CD1368"	"V4-34_J4*02"	1475	0.034689557855127
"HC_35_BB"	"V1-69_J4*02"	1473	0.0372949159408548
"CD1127"	"V1-69_J6*02"	1472	0.0379156685469953
"CD1169"	"V3-30_J4*02"	1472	0.0240605436505991
"Biotech_097"	"V4-39_J4*02"	1465	0.0351209455085944
"CD1115"	"V1-69_J4*02"	1459	0.042863858041013
"Biotech_090"	"V3-9_J4*02"	1447	0.0420236401126826
"HC_13_BB"	"V3-23_J4*02"	1445	0.0715949066045682
"CD1208"	"V4-34_J4*02"	1441	0.0306595744680851
"CD1205"	"V3-30_J4*02"	1435	0.0236027500904635
"HC_10_BB"	"V1-69_J6*02"	1430	0.0262385321100917
"BC_16"	"V3-33_J4*02"	1422	0.0275362599484905
"CD1205"	"V3-9_J4*02"	1422	0.0233889272673443
"CD1208"	"V1-69_J6*02"	1421	0.0302340425531915
"HC_35_BB"	"V4-39_J4*02"	1421	0.0359783269191817
"Biotech_089"	"V3-23_J4*02"	1420	0.0441322725012432
"BC_10"	"V1-69_J6*03"	1418	0.0361458067805251
"Biotech_067"	"V4-34_J4*02"	1416	0.0390911851586009
"CD1368"	"V4-59_J4*02"	1410	0.0331608654750706
"BC_13"	"V3-33_J4*02"	1403	0.0204001512199378
"BC_11"	"V1-69_J6*02"	1398	0.0269141173979169
"HC_22_BB"	"V4-39_J4*02"	1389	0.0419840406238665
"CD1169"	"V3-21_J4*02"	1388	0.0226875234966247
"CD1212"	"V4-39_J4*02"	1384	0.0357069143446852
"BC_11"	"V3-21_J4*02"	1383	0.0266253393142483
"CD1368"	"V3-48_J4*02"	1368	0.032173095014111
"CD1125"	"V4-39_J4*02"	1366	0.0346199660389791
"HC_20_BB"	"V3-33_J4*02"	1357	0.02880859375
"BC_16"	"V3-30_J4*02"	1356	0.0262582056892779
"Biotech_094"	"V4-39_J4*02"	1356	0.0438707172668155
"HC_10_BB"	"V3-21_J4*02"	1356	0.0248807339449541
"BC_13"	"V1-18_J4*02"	1349	0.019614970773839
"Biotech_092"	"V1-69_J6*02"	1349	0.0294162541703919
"HC_20_BB"	"V4-34_J4*02"	1348	0.028617527173913
"BC_14"	"V3-21_J4*02"	1340	0.023831966848667
"CD0844"	"V3-30-3_J4*02"	1340	0.0258079426832557
"HC_14_BB"	"V3-21_J4*02"	1339	0.03579831034114
"CD1211"	"V3-21_J4*02"	1332	0.0336117489717126
"CD1125"	"V4-34_J4*02"	1327	0.0336315482677345
"BC_13"	"V3-30_J4*02"	1324	0.0192514613080525
"CD1205"	"V3-21_J4*02"	1322	0.0217441363202737
"BC_12"	"V4-34_J5*02"	1319	0.0327921835765607
"CD1169"	"V1-69_J4*02"	1319	0.0215596855130028
"Biotech_107"	"V3-21_J4*02"	1317	0.0321478262992164
"Biotech_083"	"V3-23_J4*02"	1314	0.061864406779661
"CD1086"	"V4-39_J4*02"	1309	0.0309859154929577
"BC_18"	"V4-39_J4*02"	1303	0.0256496062992126
"Biotech_090"	"V3-30_J4*02"	1299	0.0377254378067551
"CD0497"	"V4-39_J4*02"	1298	0.0311315776850386
"CD1081"	"V3-30-3_J4*02"	1298	0.0426020743074701
"Biotech_097"	"V1-69_J6*02"	1295	0.0310454774290988
"Biotech_050"	"V3-30_J6*02"	1294	0.0331888481366539
"HC_10_BB"	"V3-33_J4*02"	1294	0.023743119266055
"HC_14_BB"	"V4-39_J4*02"	1294	0.0345952304566357
"CD1086"	"V3-30-3_J4*02"	1293	0.0306071724464434
"HC_11_BB"	"V3-30-3_J4*02"	1290	0.0318070863229529
"BC_13"	"V3-48_J4*02"	1286	0.018698926920057
"Biotech_064"	"V4-34_J4*02"	1280	0.0373025587223874
"Biotech_107"	"V4-34_J4*02"	1279	0.0312202504454805
"BC_14"	"V3-30_J4*02"	1278	0.022729293755669
"CD1081"	"V3-23_J4*02"	1272	0.0417487199684915
"HC_23_BB"	"V3-21_J4*02"	1271	0.0241405508072175
"Biotech_078"	"V3-23_J4*02"	1269	0.0704373889875666
"Biotech_092"	"V4-34_J4*02"	1269	0.0276717765324146
"Biotech_129"	"V1-69_J4*02"	1266	0.040828173374613
"Biotech_086"	"V1-69_J4*02"	1263	0.0295107248002243
"Biotech_081"	"V1-69_J4*02"	1258	0.0399377758024064
"Biotech_064"	"V3-23_J4*02"	1256	0.0366031357463426
"BC_17"	"V3-30_J4*02"	1252	0.0297457828462818
"CD1071"	"V1-69_J6*02"	1250	0.0301371844636787
"BC_13"	"V4-34_J5*02"	1243	0.0180736906389042
"Biotech_092"	"V3-21_J4*02"	1243	0.027104821300072
"HC_12_BB"	"V3-23_J4*02"	1241	0.0611149413966315
"HC_20_BB"	"V3-30_J4*02"	1241	0.0263459578804348
"CD1115"	"V1-69_J6*02"	1239	0.0364004935660145
"CD1127"	"V4-34_J4*02"	1237	0.0318625557015171
"HC_21_BB"	"V4-59_J4*02"	1236	0.0205996566723888
"Biotech_050"	"V4-34_J4*02"	1233	0.0316243042909539
"Biotech_050"	"V3-33_J4*02"	1232	0.0315986560311883
"CD1110"	"V3-21_J4*02"	1230	0.0221617628511198
"BC_10"	"V3-21_J4*02"	1228	0.0313025745602855
"CD1208"	"V3-30_J4*02"	1226	0.0260851063829787
"HC_35_BB"	"V1-69_J6*02"	1223	0.030965161028965
"HC_23_BB"	"V4-34_J4*02"	1222	0.0232098765432099
"BC_17"	"V4-39_J4*02"	1221	0.0290092658588738
"Biotech_096"	"V3-23_J4*02"	1205	0.0407190889737438
"CD1202"	"V3-21_J4*02"	1205	0.0252795434996958
"CD1113"	"V3-21_J4*02"	1204	0.0197993751027791
"HC_31_BB"	"V4-39_J4*02"	1200	0.0382092593771891
"BC_11"	"V3-30_J4*02"	1194	0.0229867354600235
"CD1205"	"V4-39_J4*02"	1193	0.0196223559985526
"BC_13"	"V4-34_J6*02"	1189	0.0172885101928054
"HC_24_BB"	"V4-39_J4*02"	1186	0.027039350690803
"CD1169"	"V3-48_J4*02"	1184	0.0193530459798297
"CD1113"	"V4-34_J6*02"	1181	0.0194211478375267
"HC_32_BB"	"V3-23_J4*02"	1181	0.0768579981777951
"HC_20_BB"	"V3-9_J4*02"	1178	0.0250084918478261
"HC_16_BB"	"V4-39_J4*02"	1177	0.032069970845481
"CD1205"	"V1-69_J6*02"	1174	0.0193098457186092
"HC_36_BB"	"V1-69_J4*02"	1173	0.0452598680402824
"HC_23_BB"	"V1-69_J4*02"	1172	0.0222602089268756
"BC_13"	"V5-51_J4*02"	1170	0.0170122429988077
"CD1368"	"V3-30_J4*02"	1167	0.0274459078080903
"Biotech_067"	"V4-39_J4*02"	1166	0.0321894928636502
"Biotech_092"	"V4-39_J4*02"	1165	0.0254039556030441
"Biotech_094"	"V4-34_J4*02"	1165	0.0376912873273157
"BC_18"	"V3-21_J4*02"	1163	0.0228937007874016
"HC_31_BB"	"V1-69_J4*02"	1162	0.0369992994969114
"BC_16"	"V3-21_J4*02"	1160	0.0224627718285858
"Biotech_065"	"V3-21_J4*02"	1160	0.0257989902808976
"Biotech_110"	"V3-23_J4*02"	1160	0.0459806564135088
"CD1208"	"V3-21_J4*02"	1160	0.0246808510638298
"BC_12"	"V4-39_J4*02"	1156	0.0287397757501927
"CD1127"	"V1-69_J4*02"	1155	0.0297504056873503
"HC_20_BB"	"V1-69_J4*02"	1154	0.0244989809782609
"Biotech_045"	"V3-30-3_J4*02"	1152	0.0339422510312316
"HC_24_BB"	"V3-30_J4*02"	1147	0.0261501983493685
"CD1169"	"V3-33_J4*02"	1143	0.018682881380866
"CD0844"	"V3-21_J4*02"	1141	0.021975270598205
"HC_21_BB"	"V3-15_J4*02"	1135	0.0189163513941434
"CD1110"	"V3-33_J4*02"	1134	0.02043206428713
"HC_20_BB"	"V3-21_J4*02"	1133	0.0240531589673913
"BC_18"	"V1-69_J5*02"	1132	0.0222834645669291
"CD0844"	"V3-30_J4*02"	1129	0.0217441546935788
"Biotech_121"	"V3-23_J4*02"	1128	0.0547971824143794
"BC_10"	"V4-34_J4*02"	1127	0.0287280142747897
"CD1110"	"V1-2_J4*02"	1121	0.0201978342732563
"Biotech_107"	"V3-33_J4*02"	1115	0.0272170283398833
"HC_16_BB"	"V2-5_J4*02"	1115	0.030380643579194
"Biotech_089"	"V1-69_J4*02"	1114	0.0346220785678767
"BC_13"	"V3-15_J4*02"	1113	0.0161834414168145
"CD1362_HC"	"V3-15_J4*02"	1108	0.0250900115486515
"HC_10_BB"	"V3-48_J4*02"	1108	0.0203302752293578
"Biotech_097"	"V3-21_J4*02"	1105	0.0264905425167214
"HC_10_BB"	"V4-38-2_J4*02"	1098	0.0201467889908257
"CD1211"	"V1-69_J4*02"	1093	0.027580812031593
"Biotech_086"	"V3-9_J4*02"	1090	0.0254684798355063
"CD1120"	"V1-69_J4*02"	1090	0.03308644973288
"CD1120"	"V4-39_J4*02"	1089	0.0330560951918407
"CD1169"	"V2-5_J4*02"	1086	0.0177511891335262
"HC_16_BB"	"V4-34_J4*02"	1084	0.0295359799460505
"HC_35_BB"	"V1-2_J4*02"	1084	0.0274458172979542
"HC_22_BB"	"V3-30_J4*02"	1079	0.0326139523636803
"Biotech_050"	"V3-23_J4*02"	1078	0.0276488240272897
"CD1113"	"V1-18_J4*02"	1076	0.0176944581483309
"CD1071"	"V3-9_J4*02"	1075	0.0259179786387637
"CD1110"	"V4-39_J5*02"	1075	0.0193690203780112
"Biotech_081"	"V3-30_J4*02"	1073	0.0340645734785231
"BC_13"	"V4-31_J4*02"	1072	0.0155872858929247
"CD1368"	"V1-69_J6*02"	1072	0.025211665098777
"BC_16"	"V3-23_J6*02"	1070	0.0207199705660231
"Biotech_097"	"V3-33_J4*02"	1068	0.02560352887589
"CD1205"	"V3-33_J4*02"	1067	0.0175499194052436
"HC_24_BB"	"V3-21_J4*02"	1063	0.0242351009985865
"HC_11_BB"	"V4-39_J4*02"	1061	0.0261607120842271
"Biotech_115"	"V3-23_J4*02"	1059	0.072858617131063
"HC_20_BB"	"V1-2_J4*02"	1052	0.0223335597826087
"Biotech_107"	"V3-30_J4*02"	1051	0.0256547953230649
"Biotech_108"	"V3-30_J4*02"	1048	0.0245767084095493
"CD1211"	"V3-48_J4*02"	1046	0.0263948118801887
"HC_23_BB"	"V4-31_J4*02"	1046	0.0198670465337132
"CD1076"	"V1-69_J4*02"	1045	0.027180981116371
"BC_12"	"V3-9_J4*02"	1044	0.0259552992069214
"CD1149"	"V3-23_J4*02"	1044	0.063261225231776
"HC_35_BB"	"V3-21_J4*02"	1044	0.0264330565120519
"CD1208"	"V3-23_J3*02"	1043	0.0221914893617021
"BC_10"	"V3-23_J6*03"	1042	0.0265613051236299
"Biotech_050"	"V3-48_J4*02"	1041	0.0266998384159635
"CD1169"	"V4-59_J4*02"	1041	0.0170156426224685
"Biotech_064"	"V1-69_J4*02"	1039	0.0302791863379379
"CD1205"	"V2-5_J4*02"	1038	0.0170729300305931
"CD1211"	"V4-39_J4*02"	1036	0.0261424714224432
"CD1127"	"V4-39_J4*02"	1035	0.0266594544471061
"Biotech_045"	"V1-69_J4*02"	1032	0.030406599882145
"CD1129"	"V3-21_J4*02"	1031	0.0256915026164964
"BC_18"	"V1-2_J4*02"	1026	0.0201968503937008
"CD1096"	"V3-23_J4*02"	1025	0.114743087428635
"CD1071"	"V4-34_J4*02"	1021	0.0246160522699327
"CD1113"	"V5-51_J4*02"	1021	0.0167900016444664
"Biotech_100"	"V4-39_J4*02"	1019	0.0341407846684759
"CD1127"	"V3-33_J4*02"	1018	0.0262215696880715
"Biotech_097"	"V3-30_J4*02"	1012	0.0242610217438209
"CD0844"	"V4-34_J6*02"	1011	0.0194715149647548
"HC_14_BB"	"V3-33_J4*02"	1010	0.0270024596299861
"CD1110"	"V4-34_J6*02"	1006	0.0181257995351435
"BC_11"	"V3-23_J6*02"	1004	0.0193288797335541
"BC_18"	"V4-34_J4*02"	1003	0.019744094488189
"HC_30_BB"	"V3-23_J4*02"	1003	0.0846985306536058
"Biotech_086"	"V3-21_J4*02"	1002	0.0234123089864012
"Biotech_111"	"V4-39_J4*02"	1001	0.0293910388161372
"Biotech_129"	"V1-69_J6*02"	1001	0.032281991744066
"CD1086"	"V3-21_J4*02"	1000	0.0236714404071488
"CD1110"	"V1-18_J4*02"	1000	0.0180176933748941
"BC_13"	"V4-39_J5*02"	998	0.0145112978741966
"HC_20_BB"	"V1-69_J6*02"	995	0.0211234714673913
"HC_24_BB"	"V4-34_J4*02"	994	0.022661985317587
"HC_35_BB"	"V3-30_J4*02"	994	0.0251671055296739
"CD1125"	"V1-69_J4*02"	993	0.0251666370986137
"CD1205"	"V3-48_J4*02"	991	0.0162998782854699
"HC_22_BB"	"V3-9_J4*02"	991	0.0299540563414339
"CD1086"	"V3-33_J4*02"	990	0.0234347260030773
"HC_21_BB"	"V3-30-3_J4*02"	989	0.0164830586156897
"Biotech_131"	"V3-23_J4*02"	988	0.0709464311360046
"CD1120"	"V3-30_J4*02"	986	0.0299295774647887
"Biotech_064"	"V4-39_J5*02"	985	0.0287054846418372
"CD1205"	"V4-34_J6*02"	985	0.0162011908286457
"CD1368"	"V5-51_J4*02"	981	0.023071495766698
"CD1212"	"V3-30_J4*02"	980	0.0252837977296182
"CD1212"	"V1-69_J6*02"	979	0.0252579979360165
"BC_14"	"V4-34_J6*02"	977	0.0173759937396624
"HC_16_BB"	"V3-33_J4*02"	975	0.026566033623062
"Biotech_090"	"V3-30-3_J4*02"	974	0.0282868178781982
"CD1113"	"V3-15_J4*02"	973	0.0160006577865483
"CD1208"	"V3-23_J6*02"	972	0.0206808510638298
"BC_14"	"V3-23_J6*02"	971	0.01726928344034
"BC_17"	"V4-34_J4*02"	971	0.0230696127346163
"CD1071"	"V3-21_J4*02"	971	0.0234105648913856
"BC_10"	"V4-39_J4*02"	969	0.024700484323222
"CD1076"	"V3-21_J4*02"	968	0.0251781719814805
"CD1120"	"V1-69_J6*02"	968	0.0293831957260806
"Biotech_108"	"V1-69_J6*03"	967	0.0226771727404906
"Biotech_096"	"V3-30_J4*02"	966	0.0326428547291589
"CD1113"	"V1-69_J6*02"	965	0.0158691004768952
"BC_10"	"V3-30_J4*02"	964	0.024573030843742
"CD1169"	"V1-69_J6*02"	964	0.0157570408146586
"HC_11_BB"	"V3-21_J4*02"	962	0.023719703133861
"HC_09_BB"	"V4-34_J4*02"	961	0.0355346842183109
"Biotech_089"	"V3-9_J4*02"	960	0.0298359025360517
"CD1113"	"V4-34_J5*02"	958	0.0157539878309489
"BC_11"	"V3-23_J3*02"	955	0.0183855379935699
"HC_21_BB"	"V3-23_J3*02"	954	0.0158997350044166
"CD1205"	"V4-59_J4*02"	951	0.0156419619066417
"CD1129"	"V3-30_J4*02"	950	0.0236730625467232
"BC_13"	"V1-3_J4*02"	949	0.0137988193212551
"Biotech_111"	"V3-9_J4*02"	948	0.0278348699277703
"CD1110"	"V3-30-3_J4*02"	948	0.0170807733193996
"CD1202"	"V4-59_J4*02"	948	0.0198879728113789
"HC_10_BB"	"V4-34_J6*02"	948	0.017394495412844
"Biotech_092"	"V3-23_J6*02"	947	0.020650254039556
"BC_13"	"V2-5_J4*02"	946	0.0137551981853607
"Biotech_089"	"V4-39_J4*02"	945	0.0293697165589259
"HC_10_BB"	"V5-51_J4*02"	945	0.0173394495412844
"CD1115"	"V4-39_J4*02"	942	0.0276749515247664
"Biotech_108"	"V4-34_J5*02"	940	0.0220439941841377
"CD1211"	"V4-34_J4*02"	940	0.0237200030280855
"HC_21_BB"	"V1-18_J4*02"	940	0.0156664055599073
"BC_16"	"V4-39_J4*02"	939	0.0181832265060708
"Biotech_081"	"V4-39_J4*02"	939	0.0298104701736563
"Biotech_067"	"V3-21_J4*02"	938	0.0258951494906551
"CD1268"	"V3-23_J4*02"	938	0.042929061784897
"HC_15_BB"	"V4-39_J4*02"	937	0.0382012393998695
"CD1115"	"V3-30_J4*02"	936	0.0274986779481756
"CD0844"	"V3-23_J6*02"	935	0.0180077809021224
"HC_23_BB"	"V1-69_J6*03"	934	0.0177397910731244
"HC_23_BB"	"V1-2_J4*02"	933	0.0177207977207977
"BC_16"	"V4-34_J6*02"	930	0.0180089463798145
"BC_14"	"V3-21_J6*02"	927	0.0164867412453092
"BC_12"	"V1-69_J6*02"	926	0.0230216542774035
"BC_16"	"V4-61_J4*02"	926	0.0179314885459228
"HC_10_BB"	"V3-33_J6*02"	925	0.0169724770642202
"Biotech_107"	"V3-48_J4*02"	923	0.0225303292894281
"CD1110"	"V1-69_J5*02"	922	0.0166123132916524
"HC_31_BB"	"V1-69_J6*02"	920	0.0292937655225116
"Biotech_096"	"V4-34_J4*02"	919	0.0310546413003075
"Biotech_086"	"V4-34_J5*02"	918	0.0214496004486191
"Biotech_107"	"V3-9_J4*02"	918	0.0224082798349891
"HC_14_BB"	"V3-48_J4*02"	918	0.0245428296438884
"BC_13"	"V3-23_J6*02"	917	0.0133335272050484
"Biotech_087"	"V3-9_J4*02"	917	0.0260718753553963
"CD1211"	"V4-61_J4*02"	916	0.0231143859294961
"Biotech_096"	"V3-48_J4*02"	915	0.0309194741999797
"Biotech_107"	"V3-23_J3*02"	915	0.0223350501623258
"CD1076"	"V1-2_J4*02"	914	0.0237736045362326
"HC_23_BB"	"V3-33_J6*02"	914	0.0173599240265907
"Biotech_045"	"V1-69_J6*02"	913	0.0269004124926341
